// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\MediatrPerformance\bin\Release\net7.0\10fc8b39-275d-429d-b1cb-b1db3f080786
// command took 1.47s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\MediatrPerformance\bin\Release\net7.0\10fc8b39-275d-429d-b1cb-b1db3f080786
// command took 6.79s and exited with 0
// ***** Done, took 00:00:08 (8.38 sec)   *****
// Found 2 benchmarks:
//   MediatrBenchmark.Mediatr: DefaultJob
//   MediatrBenchmark.Direct: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadWarmup   1: 16777216 op, 544782500.00 ns, 32.4716 ns/op
WorkloadWarmup   2: 16777216 op, 544613100.00 ns, 32.4615 ns/op
WorkloadWarmup   3: 16777216 op, 550628500.00 ns, 32.8200 ns/op
WorkloadWarmup   4: 16777216 op, 541788800.00 ns, 32.2931 ns/op
WorkloadWarmup   5: 16777216 op, 542615200.00 ns, 32.3424 ns/op
WorkloadWarmup   6: 16777216 op, 547519400.00 ns, 32.6347 ns/op
WorkloadWarmup   7: 16777216 op, 600320500.00 ns, 35.7819 ns/op
WorkloadWarmup   8: 16777216 op, 597066000.00 ns, 35.5879 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 587785300.00 ns, 35.0347 ns/op
WorkloadActual   2: 16777216 op, 610165600.00 ns, 36.3687 ns/op
WorkloadActual   3: 16777216 op, 1016946100.00 ns, 60.6147 ns/op
WorkloadActual   4: 16777216 op, 636825500.00 ns, 37.9578 ns/op
WorkloadActual   5: 16777216 op, 671827200.00 ns, 40.0440 ns/op
WorkloadActual   6: 16777216 op, 599109100.00 ns, 35.7097 ns/op
WorkloadActual   7: 16777216 op, 719476600.00 ns, 42.8841 ns/op
WorkloadActual   8: 16777216 op, 950793300.00 ns, 56.6717 ns/op
WorkloadActual   9: 16777216 op, 740258200.00 ns, 44.1228 ns/op
WorkloadActual  10: 16777216 op, 999296800.00 ns, 59.5627 ns/op
WorkloadActual  11: 16777216 op, 1261178200.00 ns, 75.1721 ns/op
WorkloadActual  12: 16777216 op, 1125267100.00 ns, 67.0711 ns/op
WorkloadActual  13: 16777216 op, 733671200.00 ns, 43.7302 ns/op
WorkloadActual  14: 16777216 op, 541109400.00 ns, 32.2526 ns/op
WorkloadActual  15: 16777216 op, 542276200.00 ns, 32.3222 ns/op
WorkloadActual  16: 16777216 op, 537390200.00 ns, 32.0310 ns/op
WorkloadActual  17: 16777216 op, 547566000.00 ns, 32.6375 ns/op
WorkloadActual  18: 16777216 op, 689668700.00 ns, 41.1075 ns/op
WorkloadActual  19: 16777216 op, 669346200.00 ns, 39.8961 ns/op
WorkloadActual  20: 16777216 op, 532109100.00 ns, 31.7162 ns/op
WorkloadActual  21: 16777216 op, 547648900.00 ns, 32.6424 ns/op
WorkloadActual  22: 16777216 op, 856498700.00 ns, 51.0513 ns/op
WorkloadActual  23: 16777216 op, 703563100.00 ns, 41.9356 ns/op
WorkloadActual  24: 16777216 op, 613810300.00 ns, 36.5859 ns/op
WorkloadActual  25: 16777216 op, 558061100.00 ns, 33.2630 ns/op
WorkloadActual  26: 16777216 op, 548428500.00 ns, 32.6889 ns/op
WorkloadActual  27: 16777216 op, 553601600.00 ns, 32.9972 ns/op
WorkloadActual  28: 16777216 op, 533725300.00 ns, 31.8125 ns/op
WorkloadActual  29: 16777216 op, 540388500.00 ns, 32.2097 ns/op
WorkloadActual  30: 16777216 op, 548903000.00 ns, 32.7172 ns/op
WorkloadActual  31: 16777216 op, 556614300.00 ns, 33.1768 ns/op
WorkloadActual  32: 16777216 op, 537915200.00 ns, 32.0622 ns/op
WorkloadActual  33: 16777216 op, 541820900.00 ns, 32.2950 ns/op
WorkloadActual  34: 16777216 op, 542353900.00 ns, 32.3268 ns/op
WorkloadActual  35: 16777216 op, 546094000.00 ns, 32.5497 ns/op
WorkloadActual  36: 16777216 op, 548049100.00 ns, 32.6663 ns/op
WorkloadActual  37: 16777216 op, 553859600.00 ns, 33.0126 ns/op
WorkloadActual  38: 16777216 op, 544646700.00 ns, 32.4635 ns/op
WorkloadActual  39: 16777216 op, 540741100.00 ns, 32.2307 ns/op
WorkloadActual  40: 16777216 op, 568327600.00 ns, 33.8750 ns/op
WorkloadActual  41: 16777216 op, 545286100.00 ns, 32.5016 ns/op
WorkloadActual  42: 16777216 op, 541700100.00 ns, 32.2878 ns/op
WorkloadActual  43: 16777216 op, 535097000.00 ns, 31.8943 ns/op
WorkloadActual  44: 16777216 op, 543831200.00 ns, 32.4149 ns/op
WorkloadActual  45: 16777216 op, 545860700.00 ns, 32.5358 ns/op
WorkloadActual  46: 16777216 op, 554655500.00 ns, 33.0600 ns/op
WorkloadActual  47: 16777216 op, 546435900.00 ns, 32.5701 ns/op
WorkloadActual  48: 16777216 op, 538897300.00 ns, 32.1208 ns/op
WorkloadActual  49: 16777216 op, 544144700.00 ns, 32.4336 ns/op
WorkloadActual  50: 16777216 op, 600270900.00 ns, 35.7789 ns/op
WorkloadActual  51: 16777216 op, 580659500.00 ns, 34.6100 ns/op
WorkloadActual  52: 16777216 op, 540528500.00 ns, 32.2180 ns/op
WorkloadActual  53: 16777216 op, 543281500.00 ns, 32.3821 ns/op
WorkloadActual  54: 16777216 op, 555300400.00 ns, 33.0985 ns/op
WorkloadActual  55: 16777216 op, 539752500.00 ns, 32.1718 ns/op
WorkloadActual  56: 16777216 op, 539225700.00 ns, 32.1404 ns/op
WorkloadActual  57: 16777216 op, 536877100.00 ns, 32.0004 ns/op
WorkloadActual  58: 16777216 op, 555741500.00 ns, 33.1248 ns/op
WorkloadActual  59: 16777216 op, 563546400.00 ns, 33.5900 ns/op
WorkloadActual  60: 16777216 op, 551050700.00 ns, 32.8452 ns/op
WorkloadActual  61: 16777216 op, 553247100.00 ns, 32.9761 ns/op
WorkloadActual  62: 16777216 op, 554885100.00 ns, 33.0737 ns/op
WorkloadActual  63: 16777216 op, 546423300.00 ns, 32.5694 ns/op
WorkloadActual  64: 16777216 op, 540616200.00 ns, 32.2232 ns/op
WorkloadActual  65: 16777216 op, 539861000.00 ns, 32.1782 ns/op
WorkloadActual  66: 16777216 op, 557679900.00 ns, 33.2403 ns/op
WorkloadActual  67: 16777216 op, 540568500.00 ns, 32.2204 ns/op
WorkloadActual  68: 16777216 op, 540145500.00 ns, 32.1952 ns/op
WorkloadActual  69: 16777216 op, 540026200.00 ns, 32.1881 ns/op
WorkloadActual  70: 16777216 op, 541555400.00 ns, 32.2792 ns/op
WorkloadActual  71: 16777216 op, 552604900.00 ns, 32.9378 ns/op
WorkloadActual  72: 16777216 op, 537078300.00 ns, 32.0124 ns/op
WorkloadActual  73: 16777216 op, 580273700.00 ns, 34.5870 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 562966050.00 ns, 33.5554 ns/op
WorkloadResult   2: 16777216 op, 585346350.00 ns, 34.8894 ns/op
WorkloadResult   3: 16777216 op, 612006250.00 ns, 36.4784 ns/op
WorkloadResult   4: 16777216 op, 574289850.00 ns, 34.2303 ns/op
WorkloadResult   5: 16777216 op, 516290150.00 ns, 30.7733 ns/op
WorkloadResult   6: 16777216 op, 517456950.00 ns, 30.8428 ns/op
WorkloadResult   7: 16777216 op, 512570950.00 ns, 30.5516 ns/op
WorkloadResult   8: 16777216 op, 522746750.00 ns, 31.1581 ns/op
WorkloadResult   9: 16777216 op, 507289850.00 ns, 30.2368 ns/op
WorkloadResult  10: 16777216 op, 522829650.00 ns, 31.1631 ns/op
WorkloadResult  11: 16777216 op, 588991050.00 ns, 35.1066 ns/op
WorkloadResult  12: 16777216 op, 533241850.00 ns, 31.7837 ns/op
WorkloadResult  13: 16777216 op, 523609250.00 ns, 31.2095 ns/op
WorkloadResult  14: 16777216 op, 528782350.00 ns, 31.5179 ns/op
WorkloadResult  15: 16777216 op, 508906050.00 ns, 30.3332 ns/op
WorkloadResult  16: 16777216 op, 515569250.00 ns, 30.7303 ns/op
WorkloadResult  17: 16777216 op, 524083750.00 ns, 31.2378 ns/op
WorkloadResult  18: 16777216 op, 531795050.00 ns, 31.6975 ns/op
WorkloadResult  19: 16777216 op, 513095950.00 ns, 30.5829 ns/op
WorkloadResult  20: 16777216 op, 517001650.00 ns, 30.8157 ns/op
WorkloadResult  21: 16777216 op, 517534650.00 ns, 30.8475 ns/op
WorkloadResult  22: 16777216 op, 521274750.00 ns, 31.0704 ns/op
WorkloadResult  23: 16777216 op, 523229850.00 ns, 31.1869 ns/op
WorkloadResult  24: 16777216 op, 529040350.00 ns, 31.5333 ns/op
WorkloadResult  25: 16777216 op, 519827450.00 ns, 30.9841 ns/op
WorkloadResult  26: 16777216 op, 515921850.00 ns, 30.7513 ns/op
WorkloadResult  27: 16777216 op, 543508350.00 ns, 32.3956 ns/op
WorkloadResult  28: 16777216 op, 520466850.00 ns, 31.0222 ns/op
WorkloadResult  29: 16777216 op, 516880850.00 ns, 30.8085 ns/op
WorkloadResult  30: 16777216 op, 510277750.00 ns, 30.4149 ns/op
WorkloadResult  31: 16777216 op, 519011950.00 ns, 30.9355 ns/op
WorkloadResult  32: 16777216 op, 521041450.00 ns, 31.0565 ns/op
WorkloadResult  33: 16777216 op, 529836250.00 ns, 31.5807 ns/op
WorkloadResult  34: 16777216 op, 521616650.00 ns, 31.0908 ns/op
WorkloadResult  35: 16777216 op, 514078050.00 ns, 30.6414 ns/op
WorkloadResult  36: 16777216 op, 519325450.00 ns, 30.9542 ns/op
WorkloadResult  37: 16777216 op, 575451650.00 ns, 34.2996 ns/op
WorkloadResult  38: 16777216 op, 555840250.00 ns, 33.1307 ns/op
WorkloadResult  39: 16777216 op, 515709250.00 ns, 30.7387 ns/op
WorkloadResult  40: 16777216 op, 518462250.00 ns, 30.9028 ns/op
WorkloadResult  41: 16777216 op, 530481150.00 ns, 31.6191 ns/op
WorkloadResult  42: 16777216 op, 514933250.00 ns, 30.6924 ns/op
WorkloadResult  43: 16777216 op, 514406450.00 ns, 30.6610 ns/op
WorkloadResult  44: 16777216 op, 512057850.00 ns, 30.5210 ns/op
WorkloadResult  45: 16777216 op, 530922250.00 ns, 31.6454 ns/op
WorkloadResult  46: 16777216 op, 538727150.00 ns, 32.1106 ns/op
WorkloadResult  47: 16777216 op, 526231450.00 ns, 31.3658 ns/op
WorkloadResult  48: 16777216 op, 528427850.00 ns, 31.4968 ns/op
WorkloadResult  49: 16777216 op, 530065850.00 ns, 31.5944 ns/op
WorkloadResult  50: 16777216 op, 521604050.00 ns, 31.0900 ns/op
WorkloadResult  51: 16777216 op, 515796950.00 ns, 30.7439 ns/op
WorkloadResult  52: 16777216 op, 515041750.00 ns, 30.6989 ns/op
WorkloadResult  53: 16777216 op, 532860650.00 ns, 31.7610 ns/op
WorkloadResult  54: 16777216 op, 515749250.00 ns, 30.7411 ns/op
WorkloadResult  55: 16777216 op, 515326250.00 ns, 30.7158 ns/op
WorkloadResult  56: 16777216 op, 515206950.00 ns, 30.7087 ns/op
WorkloadResult  57: 16777216 op, 516736150.00 ns, 30.7999 ns/op
WorkloadResult  58: 16777216 op, 527785650.00 ns, 31.4585 ns/op
WorkloadResult  59: 16777216 op, 512259050.00 ns, 30.5330 ns/op
WorkloadResult  60: 16777216 op, 555454450.00 ns, 33.1077 ns/op
// GC:  577 0 0 3623879160 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 40016 has exited with code 0.

Mean = 31.488 ns, StdErr = 0.164 ns (0.52%), N = 60, StdDev = 1.273 ns
Min = 30.237 ns, Q1 = 30.740 ns, Median = 31.063 ns, Q3 = 31.601 ns, Max = 36.478 ns
IQR = 0.860 ns, LowerFence = 29.450 ns, UpperFence = 32.891 ns
ConfidenceInterval = [30.919 ns; 32.057 ns] (CI 99.9%), Margin = 0.569 ns (1.81% of Mean)
Skewness = 2.07, Kurtosis = 6.93, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2023-04-10 10:18 (0h 0m from now) **
Successfully reverted power plan (GUID: db310065-829b-4671-9647-2261c00e86ef FriendlyName: Customized Peak (ConfigMgr))
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\MediatrPerformance.MediatrBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\MediatrPerformance.MediatrBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\MediatrPerformance.MediatrBenchmark-report.html

// * Detailed results *
MediatrBenchmark.Mediatr: DefaultJob
Runtime = .NET 7.0.3 (7.0.323.6910), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 180.226 ns, StdErr = 3.016 ns (1.67%), N = 100, StdDev = 30.157 ns
Min = 151.192 ns, Q1 = 155.613 ns, Median = 160.729 ns, Q3 = 204.047 ns, Max = 248.458 ns
IQR = 48.434 ns, LowerFence = 82.962 ns, UpperFence = 276.699 ns
ConfidenceInterval = [169.998 ns; 190.454 ns] (CI 99.9%), Margin = 10.228 ns (5.68% of Mean)
Skewness = 0.68, Kurtosis = 1.88, MValue = 2.97
-------------------- Histogram --------------------
[149.031 ns ; 166.087 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[166.087 ns ; 172.979 ns) | 
[172.979 ns ; 190.034 ns) | @@@@@
[190.034 ns ; 200.491 ns) | @
[200.491 ns ; 217.547 ns) | @@@@@@@@@@@@@@@@@@@
[217.547 ns ; 235.847 ns) | @@@@@@@@@@@@@@
[235.847 ns ; 251.590 ns) | @@@
---------------------------------------------------

MediatrBenchmark.Direct: DefaultJob
Runtime = .NET 7.0.3 (7.0.323.6910), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 31.488 ns, StdErr = 0.164 ns (0.52%), N = 60, StdDev = 1.273 ns
Min = 30.237 ns, Q1 = 30.740 ns, Median = 31.063 ns, Q3 = 31.601 ns, Max = 36.478 ns
IQR = 0.860 ns, LowerFence = 29.450 ns, UpperFence = 32.891 ns
ConfidenceInterval = [30.919 ns; 32.057 ns] (CI 99.9%), Margin = 0.569 ns (1.81% of Mean)
Skewness = 2.07, Kurtosis = 6.93, MValue = 2
-------------------- Histogram --------------------
[29.810 ns ; 31.253 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[31.253 ns ; 32.165 ns) | @@@@@@@@@@@@@
[32.165 ns ; 32.905 ns) | @
[32.905 ns ; 33.758 ns) | @@@
[33.758 ns ; 34.987 ns) | @@@
[34.987 ns ; 36.052 ns) | @
[36.052 ns ; 36.905 ns) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.5, OS=Windows 11 (10.0.22621.1413/22H2/2022Update/SunValley2)
Unknown processor
.NET SDK=7.0.201
  [Host]     : .NET 7.0.3 (7.0.323.6910), X64 RyuJIT AVX2
  DefaultJob : .NET 7.0.3 (7.0.323.6910), X64 RyuJIT AVX2


|  Method |      Mean |     Error |    StdDev |    Median |   Gen0 | Allocated |
|-------- |----------:|----------:|----------:|----------:|-------:|----------:|
| Mediatr | 180.23 ns | 10.228 ns | 30.157 ns | 160.73 ns | 0.0648 |     408 B |
|  Direct |  31.49 ns |  0.569 ns |  1.273 ns |  31.06 ns | 0.0344 |     216 B |

// * Warnings *
MultimodalDistribution
  MediatrBenchmark.Mediatr: Default -> It seems that the distribution can have several modes (mValue = 2.97)

// * Hints *
Outliers
  MediatrBenchmark.Direct: Default -> 13 outliers were removed (39.90 ns..75.17 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:40 (100.72 sec), executed benchmarks: 2

Global total time: 00:01:49 (109.34 sec), executed benchmarks: 2
// * Artifacts cleanup *
